stage,Epithelial,Muscle,Neuron,Stromal
24hpf,4,1,3,0
72hpf,0.28,0,0.28,0.28
21Day,0.37,0.37,0.37,0.37
3Month,0.31,0,0,0
22Month,0.27,0,0,0
