stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,0,0,1
72hpf,0.85,0,0,0,0,0,0,0
21Day,1.11,0.37,0,0.37,0.37,0,0,0
3Month,10.71,0.1,0.21,0.94,0.21,0.1,0.31,0.1
22Month,10.52,0.27,0.14,0.82,0,0.27,0,0.27
