stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,2,0,0,8,0,6,1,1
72hpf,0,2.54,0,0,0.28,0,2.25,0.28,0.28
21Day,0,1.11,0,0,2.96,0,2.59,0,1.11
3Month,0.21,0.42,0.1,0.1,4.26,0.21,0.1,0,0.42
22Month,0,1.64,0.14,0,2.87,0.14,0,0.41,0.27
