stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,5,0,1,0,13,0,2
72hpf,0.28,5.07,0,0.56,0.56,9.02,0,2.25
21Day,0.37,0,1.11,0.37,0.37,4.44,0,1.85
3Month,0,2.5,51.07,1.04,0.21,0.52,0.1,0.31
22Month,0,0.41,3.96,0,0,0,0,0
