stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,1,0,0,0
72hpf,0,1.13,0,0,0,0.28,0,0,0.28
21Day,0,0,0,0,0,0,0,0,2.22
3Month,0.31,2.7,0.21,1.14,0,0,0,0.1,2.6
22Month,0.14,0.68,0,0,0.27,0,0.14,0,0.82
