stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,1,0,1,0
72hpf,0,0,0,1.69,0.28
21Day,0.37,0.74,0,0.37,0
3Month,0.21,0,0.1,0,0
22Month,0,0.27,0,0,0.14
