stage,Epithelial,Erythroid,Immune,Neuron,Other,Secretory,Stromal
24hpf,5,0,0,0,2,0,0
72hpf,10.71,0.28,0.28,0.56,0,0,0.56
21Day,42.55,0.74,0,2.22,0,0.74,1.11
3Month,1.14,0,0.31,0,0,0,0.1
