stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
72hpf,0.28,0,0,0,0,0.28
21Day,2.59,0.37,0.74,0.37,0.37,0.37
3Month,0.52,0,0.42,0,0,0.1
