stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4,0,1,1,28,0,4
72hpf,0.56,0,0.28,0,4.79,0,0.85
21Day,1.11,0,0,1.11,1.85,0.74,5.92
3Month,0.73,0.21,0,0.1,0,0,0.62
22Month,0.14,0,0,0,0,0,0
