stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,1,0,2,0,0,3
72hpf,0.85,0,0,0,8.46,0,0.28,2.25
21Day,0.37,0.37,0,1.11,4.81,0,0.74,4.07
3Month,0.94,0,0.31,0,0,0,0,0.21
22Month,0.55,0,0,0,0,0.14,0,0
