stage,Epithelial,Erythroid,Germ,Immune,Muscle,Stromal
24hpf,0,0,0,0,0,1
21Day,0.37,0.74,0,2.59,0,0
3Month,0.21,0,0.1,1.87,0.1,0.1
22Month,0.41,0,0,0.68,0,0
