stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,2,0,1,0,0
3Month,4.58,0.31,62.83,0.62,0,0.21,0.31
22Month,0.27,0,24.73,0.14,0.14,0,0
