stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,2,0,0,0,1,3,1
72hpf,0,1.41,0,0,0,0.28,7.61,0
21Day,0,0.37,0,0,0,0,1.85,0
3Month,0,1.56,0.1,6.66,0.42,0.1,0.1,0.1
22Month,0,0.14,0,0.14,0,0,0,0.14
