stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,1,0,0,6,1
21Day,0.37,0,8.14,0.74,0
3Month,0.31,0.21,1.14,0,0.1
22Month,1.78,0.55,1.09,0.14,0.14
