stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,1,0,0,0
72hpf,1.41,0.28,0,0,30.44,0,0,0.56
21Day,5.18,1.11,0.74,0.74,32.93,0,1.48,2.96
3Month,0.31,0,0,0,0,0,0,0
22Month,2.6,0,0.68,0.14,0,0.27,0,0
