stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
72hpf,0.28,0,0,0,4.79,0
21Day,0.74,0.74,0,20.72,4.07,0.74
3Month,0.42,0,0.1,5.2,0.1,0.1
22Month,0.27,0,0,1.23,0,0
