stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,1,0,0,0,1,0,0,0
72hpf,0.28,0,0,0,0,9.58,0,0,1.13
21Day,0,0.37,0,0,0,6.66,0,0.37,3.7
3Month,0.21,0.31,0.52,0.31,0.21,0.1,0,0.1,0.62
22Month,0.27,1.91,0,0.27,0,0,0.14,0.27,0.14
