stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,0.56,0.85,0,0,1.69
21Day,0,0.74,0,0.37,1.11,0.74,0,0,5.92
3Month,0,0.31,0,0.21,0,0,0,0,0
22Month,14.76,26.65,0.96,5.88,4.65,2.05,3.69,0.14,40.31
