stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,6,0,0,0,18,1,0,2
72hpf,0,12.4,0.28,0.28,0,2.54,0,0,0.85
21Day,0,0.37,0.74,0.37,0,0.37,0,0,0
3Month,0,0.21,0,0.21,0,0,0,0,0
22Month,0.41,4.37,0,10.11,0.41,0.27,0.27,0.14,1.23
