stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,1,0,0,1,0,0
72hpf,4.79,0,0,0.85,0,0.28
21Day,4.81,0,0,0,0,0
3Month,4.99,1.25,0.62,0,0.1,0
22Month,0.41,0,0,0,0,0
