stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,0,0,1,2,6,0,1
72hpf,0,0,0,0,0,1.13,0,0
21Day,0,1.48,0,0.37,0,1.85,0,0.37
3Month,0.94,0,0.21,0.1,0,0,0,0
22Month,2.87,0.14,0.14,0.55,0.14,0,0.14,0
