stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,0,0,2,0,0,0
72hpf,0,6.48,0,0,0,2.25,0,0,0
21Day,0,2.96,0,0.37,0,1.48,0,0.37,0.37
3Month,0,2.7,0.21,0.52,0,0,0,0.1,0.1
22Month,0.27,5.47,0.82,1.5,0.14,0.14,0.68,0,0.14
