stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,0,3,0,1
72hpf,0,0,0.28,0,0.56,0.56,12.68,0,1.41
21Day,0,0,0,0,0,0.74,4.44,0,1.11
3Month,0,1.46,0,0.62,0.31,0,0.42,0,0.1
22Month,0.14,2.87,0,0.14,1.37,0.27,0.55,0.27,0
