stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,1,9,0,0
72hpf,0,0.85,0.85,0,0.28,14.94,0,0.56
21Day,0,1.48,0,0.37,0,14.8,0,1.11
3Month,0,0.52,0,4.58,0.52,6.14,0.1,0.42
22Month,0.14,1.09,0,0.96,1.37,6.15,0,0.27
