stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,22,119,0,0,24,42,3296,10,3,220
72hpf,22.27,272.27,43.69,0.85,13.53,74.41,1171.92,13.53,16.07,460.26
21Day,3.33,73.26,56.61,1.11,29.6,57.72,180.55,0,11.84,226.8
3Month,4.37,85.4,2.5,109.22,18.62,5.2,3.12,0.21,3.12,16.23
22Month,3.83,108.91,2.05,28.97,17.76,1.37,3.42,3.14,0.41,12.98
