stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,4,0,0,2,0,18,1,0,1
72hpf,0,14.09,0.28,0,0,0.56,9.3,0.28,0.28,2.82
21Day,1.48,25.53,1.48,0,1.85,4.07,3.7,0,1.48,3.7
3Month,3.12,268.26,0.62,1.66,7.8,2.91,1.04,0.42,4.37,4.06
22Month,1.78,142.94,0.27,0.27,5.47,1.09,3.01,9.16,0.41,3.83
