stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,1,0,0,1,0,0
72hpf,0.56,0,0,3.95,0,0
21Day,0.74,0,0,0.74,0,0.37
3Month,2.08,1.98,0.21,0.1,0,0.52
22Month,1.64,0.41,0.27,0,0.14,0.41
