stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,6,0,0,0
72hpf,1.41,0,0.28,0,0.85,20.01,0,0.56,5.36
21Day,1.85,1.85,0.37,1.11,1.48,12.58,0,0.37,7.77
3Month,10.3,0.21,3.33,1.14,0.1,0.31,0,0.21,1.25
22Month,8.88,0,0.27,2.05,0.68,0.27,0.55,0.27,0.55
