stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,6,37,1,0,15,18,392,1,2,49
72hpf,8.46,86.53,9.3,0.28,5.36,29.31,545.66,3.1,2.82,89.35
21Day,3.33,129.5,30.71,4.81,38.48,29.6,175,0.37,8.51,87.69
3Month,15.6,439.26,6.55,320.79,132.1,32.04,17.47,0.83,14.15,58.98
22Month,11.21,344.49,4.1,44.68,107.95,7.65,21.32,27.74,8.88,35.39
