stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,2,2,0,0,0,1,0,0
72hpf,0,6.76,0,0,0,0,0,0.28
21Day,1.48,29.97,0,0,1.11,0,1.48,0.37
3Month,0.31,0.1,0.21,0.21,1.87,0,0,0
22Month,0.82,0.14,0,0.14,0.27,0,0,0.14
