stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,0,0,0,0,35,2,0,1
72hpf,0.28,1.97,1.13,0,0.28,145.15,13.25,0,4.23
21Day,0,4.07,0.74,0,3.33,84.36,6.66,0.37,4.81
3Month,0.1,2.29,0,0.52,0.21,2.5,0,0,0.21
22Month,0,1.91,0,0.55,0,1.09,0.14,0.27,0.14
