stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,3,4,0,0,0,0,67,18
72hpf,0.28,1.13,0.28,0,0.28,1.41,24.24,10.43
21Day,0.74,1.48,0.37,0,0,1.48,4.44,6.66
3Month,1.14,3.64,0.1,10.51,0.21,1.56,0.1,1.46
22Month,0.96,0.82,0,0,0,0.14,0,0.41
