stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,2,0
72hpf,0,0.28,0,0,0,0,3.38,0.28
21Day,0,1.11,1.11,0,0.37,0,0.74,0.37
3Month,0,1.56,0,0.21,0.73,0.21,0.1,0.1
22Month,0.14,1.09,0,0.41,0.14,0,0,0
