stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0.28,0,0.56,4.51,0,0
21Day,0,0,0,0,3.7,0,0.74
3Month,0.52,0,0,0,0.21,0.1,0.62
22Month,1.09,0,0.14,0,0,0,0.27
