stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0.85,1.69,0,0,0.56
21Day,0,0,0,0,1.48,1.85,0,0,1.11
3Month,0,3.43,3.33,0.94,0,0.1,0,0.31,0.21
22Month,0.14,4.65,0.41,1.78,0.14,0,0.55,0,0.41
