stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,1,1,0,1,0,1
72hpf,0,0,0,0.28,1.13,0,0.28
21Day,0,0,0.37,0.37,0.37,0.37,0
3Month,0.1,0.62,0.42,0.52,0,0,0.1
