stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0.56,0,0,0,0.28,0,0.28
21Day,0.74,0,0.37,0,0.74,0,0.74
3Month,0.52,0.21,0.31,0.1,0,0,0.21
22Month,2.73,0,0.55,0,0,0.27,0
