stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,1,0,0
72hpf,0,0.28,0,0,20.57,0,0.28
21Day,0,0,0,0,9.62,0.37,0.37
3Month,0,1.35,0.31,0.42,0.31,0.31,0.1
22Month,0.14,4.92,0.82,0.41,0.27,0.14,0
