stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,0,0,0,3,0
72hpf,0,0,0,0,0,2.25
21Day,0.37,0.37,0,0,1.11,4.07
3Month,0.83,2.81,0.31,0.42,0,0.42
22Month,0.55,0.14,0,0.14,0,0
