stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,2,0,0,0,0,0,0
21Day,0,1.85,0,26.64,0,0.74,0.37,0.74
3Month,0.21,7.28,0.42,74.58,0.1,0,0.21,0.31
22Month,0,0.82,0.96,9.16,0,0,0,0
