stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,4,0,0,2,45,0,3
72hpf,0,0,0.28,0,1.69,0.28,0.56
21Day,0.37,0,0,0.37,0.74,0,0.37
3Month,2.91,1.46,0.31,0.21,0.1,0,0.42
22Month,0.27,0,0,0,0,0,0
