stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,0,0,10,0,1
72hpf,1.13,0.56,0,0,0.28,7.33,0,2.25
21Day,0.74,1.85,0,0.74,1.11,1.11,0.37,2.22
3Month,0.83,0,0.73,0.1,0.1,0,0,0.21
22Month,0.14,0,0,0.27,0,0,0,0
