stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,3,0,0,0,23,0,0,2
72hpf,0.28,0.28,0,0.28,3.95,0,0,0.85
21Day,1.85,0,0.74,0,1.85,0,1.11,0.74
3Month,0,0.21,0,0,0,0,0,0
22Month,2.32,0,0,0.41,0,0.14,0,0.14
