stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,61,0,2,0,0,1,4,0,0
72hpf,64.83,2.25,0.56,0,0.56,0,11.56,0,3.1
21Day,29.6,1.85,0.74,0,0.37,0,4.44,0,5.92
3Month,22.47,1.66,0,0.42,0.42,0.31,0.1,0,0.1
22Month,100.44,5.88,0,0,2.05,0.82,0.55,0.68,0.82
