stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,3,0,0,0,136,1,0,2
72hpf,0.28,7.05,1.69,0.28,3.95,202.09,0.28,0,6.48
21Day,0.37,6.29,2.22,0.37,3.7,34.41,0,1.48,5.92
3Month,0,2.39,0,0,0.31,0,0,0,0.1
22Month,0,0.14,0,0.27,0,0,0,0,0
