stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,2,0,0,0,0,0,0
72hpf,0.28,0.28,0,0,0,2.25,0,0
21Day,0,0.74,0,0,0,3.7,0,0.37
3Month,0,0.62,0,0.52,0.1,0,0,0.1
22Month,0,2.73,0.14,0,0.41,0,0.14,0.41
