stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,1,0,0,0,0,1,0
72hpf,0.56,0.85,0,0,0,2.54,3.38,3.38
21Day,0.37,0.74,0.37,0,0.37,0.74,2.59,2.22
3Month,0,0.52,0,0.1,0.21,0,0,0
22Month,0.14,1.5,0.14,0,0.55,0,0,0
