stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,472,3006,72,0,1088,721,29432,110,33,3924
72hpf,233.09,3639.22,419.67,2.54,278.47,720.4,22129.3,119.22,128.24,4618.64
21Day,133.57,5606.78,1447.76,17.02,1839.57,1209.86,6926.52,10.73,489.49,5007.4
3Month,126.28,4310.98,52.94,770.45,1997.13,287.92,162.37,6.55,136.47,741.54
22Month,234.35,4256.9,56.03,126.26,2267.15,119.84,233.26,324.41,94.56,565.05
