stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,5,0,0,0,0,55,2,0,3
72hpf,0.56,24.52,1.69,0.28,0.56,1.69,158.68,8.46,0.85,9.58
21Day,12.21,1458.12,128.02,2.96,121.36,97.31,1068.52,11.1,133.94,441.02
3Month,40.98,9066.64,52.74,197.63,599.24,135.85,101.21,27.98,247.25,306.54
22Month,73.38,12250.21,61.36,39.36,311.7,60.4,116.97,305.27,64.09,148.81
