stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,1,5,0,0
72hpf,0,0,0,1.69,0,0
21Day,0.37,0,0.74,6.66,0,0
3Month,0.1,0.21,0,0.62,0.31,0.1
22Month,0.82,0.14,0,0.82,0,0
