stage,Epithelial,Erythroid,Germ,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,3,0,0
72hpf,1.13,0,0,0,0.85,0.28,0.28
21Day,0,0.37,0,0,1.11,0,0.74
3Month,0.1,0,0.42,0.1,0,0,0
