stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,0,0,1,0,0
72hpf,0.28,0,0,0,0,4.23,0,0.28
21Day,1.48,0.37,0,0,0,1.48,0.37,0.37
3Month,1.04,0,0.94,0.31,0,0.1,0.1,0
22Month,2.05,0,0,0.14,0.14,0.14,0,0
