stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,3,0,0,1,0,10,0,0
72hpf,0,0.85,0.28,0,0,0,4.79,0,1.13
21Day,0,2.22,0.37,2.22,0.74,0.37,2.59,0.37,0.74
3Month,0.21,7.07,0,42.65,4.47,0.52,0.52,0.73,0.1
22Month,0.41,3.96,0,1.5,1.09,0,0.14,0,0.14
