stage,Epithelial,Immune,Neuron,Secretory,Stromal
72hpf,0.28,0,2.82,0,0.28
21Day,0.37,0,1.11,0,0
3Month,0.1,0,0,0,0
22Month,1.91,0.41,0.27,0.14,0.14
