stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
21Day,0.37,1.11,0,11.1,1.11,0.37,0.74
3Month,1.66,0.21,0.31,11.96,0,0.1,0.42
22Month,1.23,0,0,3.83,0,0.27,0.41
