stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,2,38,0,0,6,3,364,1,1,29
72hpf,1.69,63.42,5.07,0.28,3.1,9.86,364.43,3.38,3.66,38.33
21Day,0.37,58.09,26.27,6.66,12.21,11.1,145.4,0,4.44,47.36
3Month,4.68,293.74,4.26,453.83,96.01,31.31,15.29,0.52,19.45,20.91
22Month,3.14,69.96,1.37,36.76,31.84,2.46,9.29,5.19,6.01,9.57
