stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,6,0,0,1,0,0
72hpf,0.28,7.05,0,0,1.41,0,3.38
21Day,0,5.92,0,0.37,0,0.37,3.7
3Month,0,1.25,0.1,0,0,0,0.1
22Month,0,1.09,0.27,0,0,0,0
