stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
21Day,1.11,0,0.37,0.37,0,0.74
3Month,0.62,0,0.62,0,0.1,0.1
22Month,0.27,0.14,0.82,0.14,0,0.14
