stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,0,1,10,0,0
72hpf,4.79,0,0,0,0.85,0,0,0.28
21Day,14.06,0.37,0,0.74,2.22,0,0.74,0.74
3Month,0.31,0,0.1,0.1,0,0,0,0
22Month,1.09,0,2.73,0.14,0,0,0,0
