stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,1,7,0,0,0
72hpf,1.41,0,0,0,2.25,0,0.28,2.25
21Day,2.59,0,0.37,0.37,0,0,0,1.11
3Month,8.53,2.91,1.98,0.31,0.21,0,0.52,1.04
22Month,14.62,0.14,2.05,0.41,0.55,0.68,0,0.68
