stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,3,0,0,0,0,0,0
72hpf,0,2.82,0,0,0,0.28,0,0
21Day,0,14.8,0,0,1.11,0.74,0,0.74
3Month,0.21,57.21,0.83,4.37,0.42,0.52,0.73,1.98
22Month,0,2.6,0.14,0,0,0,0.14,0.55
