stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,1,0,0,0
72hpf,0,0,0,0,0,1.97,0,0,0.56
21Day,0,0.74,0,0,0,1.48,0,0,0
3Month,0.1,2.7,0.1,21.74,0.83,0.31,0.1,0.21,0.31
22Month,0.14,8.06,0.27,4.24,1.23,0.55,0.27,0.14,0.96
