stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,1
72hpf,1.69,0.28,0,7.89,0,0.56
21Day,2.22,0,0.37,12.58,0.37,0.74
3Month,0.21,0,0.31,0.31,0,0.21
22Month,0.82,0,0,0.41,0,0
