stage,Epithelial,Germ,Immune,Neuron,Stromal
72hpf,0,0,0,0.85,0
21Day,0,0,0.74,0.37,0
3Month,1.14,0.62,6.66,0,0.1
22Month,0,0,0.55,0,0
